cik,symbol
1363829,ESGR
1364250,DEI
1364479,HRI
1364742,BLK
1364885,SPR
1364954,CHGG
1365135,WU
1365916,AMRS
1366246,GLUU
1367644,EBS
1367920,CNCE
1368148,ATHX
1368265,CLNE
1368458,SBH
1368514,ADMA
1368622,AVAV
1369568,CPRX
1370053,ANAB
1370450,WLDN
1370637,ETSY
1370880,FEYE
1370946,OC
1371285,TRUP
1371489,III
1372020,GLDD
1372612,BOX
1373670,GRBK
1373715,NOW
1374310,CBOE
1374535,AIMC
1375151,ZGNX
1375796,TLRA
1376139,CVI
1377121,PTGX
1377630,NCMI
1378624,CBMG
1378946,PBCT
1378992,BERY
1379041,EIG
1380846,TSC
1381197,IBKR
1381531,UFS
1381668,TFSL
1382230,ESSA
1382821,RDFN
1383312,BR
1384101,VCYT
1384195,REI
1384905,RNG
1385280,CNK
1385613,GLRE
1385867,COUP
1386278,GDOT
1386570,CDXC
1387467,AOSL
1388430,CAI
1388658,IRTC
1389050,AROC
1389170,TRGP
1390162,HBMD
1390777,BK
1390844,WBC
1391127,LLNW
1392972,PRO
1393052,VEEV
1393311,PSA
1393434,OCUL
1393612,DFS
1393726,TIPT
1393883,DHX
1395848,IOTS
1395937,SNDX
1395942,KAR
1396009,VMC
1396033,LL
1396814,PCRX
1397187,LULU
1397911,LPLA
1398659,G
1398987,RLGY
1399249,PZN
1399529,DRNA
1400810,HCI
1401257,FET
1401521,UIHC
1401564,FFNW
1401667,PBYI
1401680,CSOD
1401700,NFBK
1401708,NSTG
1402057,CDW
1402436,SSNC
1403161,V
1403431,HCCI
1403475,BMRC
1403568,ULTA
1404655,HUBS
1405495,IDCC
1406587,FOR
1406666,CALX
1407067,FSB
1407623,ROIC
1408075,GPK
1408100,KW
1408198,MSCI
1408534,FGBI
1408710,FN
1409171,TITN
1409493,CIM
1409970,LC
1410098,CRMD
1410384,QTWO
1410636,AWK
1411207,ALSN
1411342,EFC
1411579,AMC
1411688,TCS
1412665,MOFG
1413159,TGH
1413329,PM
1413837,FFWM
1415404,SATS
1417398,HI
1418091,TWTR
1418121,APLE
1418819,IRDM
1419041,TOCA
1419600,FLXN
1419945,TNK
1420302,LOGM
1420488,MLVF
1420800,CFX
1420811,ONDK
1421182,VRS
1421461,IPI
1421517,ERII
1422143,KURA
1422841,WAAS
1423221,NX
1423689,AGNC
1424929,FOXF
1425205,IOVA
1425450,KIDS
1426800,ASMB
1426945,ECHO
1427925,ACRX
1428205,ARR
1428336,HQY
1428439,ROKU
1428522,RDUS
1428875,SERV
1430723,SFBS
1431567,OVLY
1433195,APPF
1433270,AR
1433642,HLNE
1433660,JBT
1433714,CSLT
1434316,FATE
1434588,LOPE
1434621,TREE
1434728,GWRS
1434754,SB
1434868,ESPR
1435049,ADRO
1436126,MG
1436425,HBCP
1437071,IVR
1437107,DISCA
1437352,EVBG
1437402,ARDX
1437578,BFAM
1438133,TNDM
1438231,DMRC
1438533,RTRX
1439095,MRC
1439222,AGIO
1439288,RXN
1439404,ZNGA
1440024,RRTS
1441236,CLW
1441683,APPN
1441693,MBII
1441816,MDB
1442145,VRSK
1442626,BRG
1442836,MRSN
1443646,BAH
1443669,PRLB
1444363,GCAP
1444380,NVRO
1445305,WK
1446847,IRWD
1447051,TBNK
1447599,FIT
1447669,TWLO
1448056,NEWR
1448431,OPRX
1448893,ESNT
1451505,RIG
1455684,TPIC
1458891,NE
1459200,ALRM
1459417,TWOU
1461755,ACBI
1462120,LOB
1462418,ASPS
1463101,ENPH
1463172,ZEN
1463258,REGI
1464423,PMT
1464790,RILY
1465128,STWD
1465740,TWO
1465885,WMC
1466026,MSBI
1466085,IRT
1466258,IR
1466301,CLVS
1466538,COWN
1466593,OTTR
1467373,ACN
1467760,ARI
1467858,GM
1468174,H
1468328,ADUS
1468666,SCWX
1469367,RUN
1469372,MSGN
1470099,MOBL
1471265,NWBI
1472595,RCM
1472787,FAF
1473844,CBTX
1474098,PEB
1474432,PSTG
1474439,TNAV
1474735,GNRC
1474903,BGSF
1475841,NBHC
1475922,PRI
1476034,MCB
1476045,CLDT
1476150,TRNO
1477294,ST
1477449,TDOC
1478121,PFNX
1479094,STAG
1479290,RVNC
1479419,KALA
1481512,RARX
1481582,RYI
1481792,QUAD
1481832,APTS
1482512,HPP
1483510,EXPR
1483934,STNG
1486159,OAS
1486957,BWXT
1487371,GNMK
1487712,AL
1487730,SPB
1487952,VPG
1488139,AMRC
1488813,CUBI
1489096,THR
1489393,LYB
1490281,GRPN
1490892,COR
1490906,CFFN
1492298,SBRA
1492422,APLS
1492426,HZNP
1492633,NLSN
1492658,WMGI
1492691,KNX
1493594,MTSI
1494259,CARG
1494319,UNVR
1494582,BOMN
1494650,OPTN
1494904,GBLI
1495240,LAND
1495320,VRA
1495932,EXPI
1496671,CALA
1497645,INN
1497770,WD
1498068,ARA
1498301,ASNA
1498710,SAVE
1498828,HHC
1499422,RBB
1500217,AAT
1500435,GPRO
1501134,NVTA
1501570,VBTX
1501585,HII
1501756,ADVM
1501989,CTMX
1502034,GNC
1503584,CMRE
1503802,KPTI
1504008,BKU
1504379,CSTE
1505155,UPLD
1505732,BWFG
1506307,KMI
1506439,SHSP
1507079,FND
1507385,VER
1509589,BCEI
1509991,KOS
1510295,MPC
1511337,RLJ
1512499,LIND
1512673,SQ
1512762,CHRS
1513761,NCLH
1514281,MITT
1514416,BAND
1514705,SXC
1514991,AMCX
1515156,ADES
1515673,RARE
1517022,AKBA
1517175,CHEF
1517228,COMM
1517302,APAM
1517396,SSYS
1518621,ORC
1518715,HMST
1518832,WPX
1519061,TSE
1519401,RM
1519751,FBHS
1520006,MTDR
1520262,ALKS
1520697,ACHC
1521036,LNTH
1521847,AMPY
1521951,FBIZ
1522690,GWGH
1524025,TLYS
1524358,VAC
1524472,XYL
1524741,SLCA
1524931,CHUY
1525221,ERA
1525769,PLAY
1525773,I
1526113,GNL
1526520,TRIP
1527469,ATH
1528129,LPI
1528356,GNE
1528396,GWRE
1528849,RH
1529377,ACRE
1529628,SND
1529864,ENVA
1530249,FSBW
1530766,BSGM
1530804,TROX
1530950,POST
1531031,ESQ
1532961,NVEE
1532981,EROS
1533615,GMRE
1534120,CERC
1534126,GLOG
1534504,PBF
1534701,PSX
1534992,FRGI
1535379,CLDR
1535929,VOYA
1537028,ICD
1537054,GOGO
1537917,TYME
1538263,HTBI
1538990,STOR
1539638,TBK
1539838,FANG
1541401,ESRT
1545654,ALEX
1546417,BLMN
1547459,NGVC
1547903,NMIH
1549346,SSTK
1549966,SAMG
1551152,ABBV
1551182,ETN
1551693,SIEN
1552033,TRU
1552451,MYOK
1553023,CONE
1555039,RESI
1555280,ZTS
1556263,SYRS
1556593,NRZ
1556727,FNWB
1557142,KDMN
1557746,ACRS
1559053,PRTA
1559865,EVTC
1560241,GTHX
1560327,RPD
1561680,TPH
1561743,KIN
1561894,HASI
1562401,AMH
1562463,INBK
1562476,TMHC
1564618,IBTX
1564902,SEAS
1567345,HMTV
1567514,ITCI
1567892,MNK
1568669,PFSI
1569187,AHH
1569329,YGYI
1569994,WSBF
1571123,SAIC
1571283,REXR
1571498,EPZM
1571776,CHMI
1571949,ICE
1573097,HDS
1573516,MUSA
1574540,DOC
1574774,BEAT
1574815,BMCH
1575189,MTCH
1575515,SFM
1575793,WATT
1575828,FI
1575965,GLPI
1576018,TPRE
1576169,BNFT
1576263,MRTX
1576940,CCS
1577368,QTS
1577437,ASC
1577670,LADR
1577916,PINC
1578732,MMI
1578735,NGHC
1578845,AGN
1579157,VNCE
1579214,EEX
1579241,ALLE
1579298,BURL
1579428,AXSM
1579823,NBEV
1579877,OUT
1580156,HMHC
1580608,SC
1580670,LGIH
1580808,ATEN
1580905,IBP
1581068,BRX
1581091,RMAX
1583107,TBPH
1583648,PIRS
1584207,OMF
1584509,ARMK
1584754,AKTS
1585364,PRGO
1585583,TACO
1585689,HLT
1585790,ADSW
1587264,SALT
1587523,KN
1587732,OGS
1588972,REPH
1589526,BLBD
1590717,CTRE
1590877,RGNX
1590895,ERI
1590955,PAYC
1590976,MBUU
1591670,FPI
1591698,PCTY
1592058,PRTY
1592386,VIRT
1593034,ENDP
1593222,CIO
1593538,NAVI
1593936,MIK
1594012,ISBC
1594109,GRUB
1594466,PE
1595097,CRBP
1595974,RUBI
1596532,ANET
1596783,CTLT
1596967,MC
1596993,LPG
1597033,SABR
1597264,BPMC
1597313,VRAY
1597553,SAGE
1597672,RYAM
1598014,INFO
1598428,TMST
1598646,NERV
1598665,HRTG
1598968,AM
1599489,VRTV
1599617,DNOW
1599947,TERP
1600033,ELF
1600125,EBSB
1600438,GMS
1601046,KEYS
1601548,VEC
1601712,SYF
1602658,ISTR
1603454,CELC
1604028,WMS
1604464,ATRA
1604643,AQUA
1604778,QRVO
1604821,NTRA
1605607,PGRE
1606268,SPKE
1606366,LOCO
1606745,LTRPA
1606757,KE
1607678,VKTX
1607716,VSLR
1608390,AFMD
1609253,CRC
1609702,CDK
1609711,GDDY
1609804,OEC
1609809,MCRB
1610114,SNR
1610250,BOOT
1610911,WPG
1611547,UE
1611647,FRPT
1611983,LBRDK
1612630,JYNT
1612720,NEXT
1613103,MDT
1613665,GWB
1613859,PRAH
1614178,YEXT
1614184,CADE
1614806,AJX
1615063,INSE
1616000,XHR
1616318,VSTO
1616533,SGH
1616543,SENS
1616707,W
1616862,AXTA
1617227,JAX
1617406,PK
1617640,Z
1618563,NSA
1618673,PFGC
1618732,NTNX
1618921,WBA
1619762,IGT
1619954,INOV
1620179,XELA
1620280,UNIT
1620393,NXRT
1620459,JRVR
1620533,SHAK
1621443,ZYNE
1621563,SUM
1622194,DEA
1622353,JCAP
1623613,MYL
1624794,CSWI
1624899,STE
1625101,PLSE
1626115,PJT
1626853,MJCO
1626878,XBIT
1627223,CC
1628063,SRG
1628908,EVH
1629019,MBIN
1629137,GBT
1630212,AVCO
1630472,TRTX
1631569,CHCT
1631574,WVE
1631596,KREF
1631650,AIMT
1632127,CABO
1632790,ENR
1633917,PYPL
1633931,BLD
1633978,LITE
1634117,BNED
1634432,SBBP
1634997,AGR
1635282,RMNI
1635718,GCI
1635840,PVBC
1635881,EXTN
1635984,NWLI
1636023,WRK
1636222,WING
1636282,AGLE
1636286,PUB
1636519,MSG
1637207,PLNT
1637459,KHC
1637761,SPNE
1638290,MCFT
1638833,SGRY
1639300,OLLI
1639691,LIVN
1640266,VYGR
1640455,JNCE
1641991,FLOW
1642081,ABTX
1642122,AC
1642380,OCX
1642453,DSKE
1644378,RMR
1644406,TWNK
1644440,GCP
1645113,NVCR
1645590,HPE
1646228,HOME
1649096,CLPR
1649338,AVGO
1649744,DLTH
1649749,FBK
1649904,RYTM
1650132,FCPT
1650372,TEAM
1650664,EDIT
1650729,SITE
1650962,WBT
1651094,ELVT
1651235,ACIA
1651407,CKPT
1651561,TRHC
1652044,GOOGL
1652130,NTLA
1652535,ICHR
1653242,NTB
1653477,NGVT
1653653,RRR
1654151,DCPH
1655020,XOG
1655075,AFI
1657853,HTZ
1658566,CDEV
1659122,ROSE
1659166,FTV
1660134,OKTA
1660734,TRTN
1662524,AKCA
1665918,USFD
1666134,BL
1666138,ATKR
1668224,HONE
1668243,URGN
1668397,MEDP
1668673,PETQ
1669162,KNSL
1669779,CWH
1669811,DFIN
1670541,ADNT
1671013,CATM
1671933,TTD
1672013,GOLF
1673358,YUMC
1673985,ASIX
1674168,HGV
1674335,JELD
1674862,ASH
1674910,VVV
1675149,AA
1675820,TIVO
1676479,CSTR
1677576,IIPR
1677703,CNDT
1677940,BYSI
1678463,FRTA
1679049,INSW
1679268,TUSK
1679273,LW
1680247,PUMP
1681206,NODK
1681622,VREX
1682325,GTYH
1683606,CARS
1685040,BHF
1687187,METC
1687221,REVG
1687229,INVH
1687932,JILL
1688568,DXC
1688852,SAFE
1688941,FBM
1689662,ARD
1689796,JBGS
1689813,BHVN
1689923,AYX
1690334,SMHI
1690666,XPER
1690820,CVNA
1691303,HCC
1691337,PCSB
1692063,SNDR
1692115,SWX
1692427,NCSM
1692819,VST
1693256,WTTR
1697500,SOI
1698514,NESR
1701051,WOW
1701108,SPRO
1701732,ALTR
1702744,SMPL
1702750,BY
1702780,ATUS
1703644,GPMT
1704711,FNKO
1705843,CLXT
1708035,PQG
1710155,EYE
1710583,SWCH
1711279,KRYS
